Title,English_Title,Score,Genres,Type,Episodes,Status,Start_Date,End_Date,Premiered,Broadcast,Producers,Licensors,Studios,Source,Duration_Minutes,Rating,Popularity,Members,Favorites,Ranked
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Gurren Lagann The Movie: The Lights in the Sky are Stars,8.57,"Action, Sci-Fi, Space, Super Power, Mecha",Movie,1,Finished Airing,4/22/2009,,,,Aniplex,Aniplex of America,Gainax,Original,125,R+ - Mild Nudity,942,180594,796,81
Mushishi: Hihamukage,The Shadow that Devours the Sun,8.56,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",Special,1,Finished Airing,1/4/2014,,,,"Aniplex, Kodansha, Delfi Sound","None found, add some",Artland,Manga,45,PG-13 - Teens 13 or older,1398,114522,154,82
Zoku Natsume Yuujinchou,Natsume's Book of Friends Season 2,8.56,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13,Finished Airing,1/6/2009,3/31/2009,Winter 2009,Tuesdays at 01:00 (JST),"Aniplex, Nihon Ad Systems","NIS America, Inc.",Brain's Base,Manga,24,PG-13 - Teens 13 or older,799,213066,1314,83
Bakuman. 3rd Season,Bakuman.,8.56,"Comedy, Drama, Romance, Shounen",TV,25,Finished Airing,10/6/2012,3/30/2013,Fall 2012,Unknown,"NHK, Shueisha","None found, add some",J.C.Staff,Manga,24,PG-13 - Teens 13 or older,573,286440,2721,84
Kara no Kyoukai 5: Mujun Rasen,the Garden of sinners Chapter 5: Paradox Paradigm,8.55,"Action, Mystery, Supernatural, Drama, Romance, Thriller",Movie,1,Finished Airing,8/16/2008,,,,Notes,Aniplex of America,ufotable,Light novel,114,R - 17+ (violence & profanity),838,201965,3979,85
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,,8.55,"Drama, Fantasy, Psychological, Thriller",TV,12,Finished Airing,1/6/2021,3/24/2021,Winter 2021,Wednesdays at 22:30 (JST),Kadokawa,"None found, add some",White Fox,Light novel,28,R - 17+ (violence & profanity),253,556359,9320,86
Sora yori mo Tooi Basho,A Place Further Than The Universe,8.55,"Adventure, Comedy, Drama",TV,13,Finished Airing,1/2/2018,3/27/2018,Winter 2018,Tuesdays at 20:30 (JST),"Media Factory, Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund","None found, add some",Madhouse,Original,23,PG-13 - Teens 13 or older,406,388172,11216,87
Yuru Camp△ Season 2,Laid-Back Camp Season 2,8.55,"Slice of Life, Comedy",TV,13,Finished Airing,1/7/2021,4/1/2021,Winter 2021,Thursdays at 23:00 (JST),"Half H.P Studio, MAGES., DeNA","None found, add some",C-Station,Manga,23,PG-13 - Teens 13 or older,1150,146897,1908,88
Haikyuu!!: To the Top 2nd Season,,8.54,"Comedy, Sports, Drama, School, Shounen",TV,12,Finished Airing,10/3/2020,12/19/2020,Fall 2020,Saturdays at 02:25 (JST),"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha","None found, add some",Production I.G,Manga,23,PG-13 - Teens 13 or older,302,509634,4329,89
Gintama.: Porori-hen,Gintama.: Slip Arc,8.53,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,13,Finished Airing,10/2/2017,12/25/2017,Fall 2017,Mondays at 01:35 (JST),"TV Tokyo, Aniplex, Dentsu, Shueisha","None found, add some",Bandai Namco Pictures,Manga,23,PG-13 - Teens 13 or older,1143,148248,752,90
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Ghost in the Shell: Stand Alone Complex 2nd GIG,8.53,"Action, Military, Sci-Fi, Mystery, Police, Mecha, Seinen",TV,26,Finished Airing,1/1/2004,1/8/2005,Winter 2004,Unknown,"Bandai Visual, Dentsu, Victor Entertainment, Kodansha, Tokuma Shoten, Nippon Television Network","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,25,R - 17+ (violence & profanity),846,200047,2760,91
Neon Genesis Evangelion: The End of Evangelion,,8.53,"Sci-Fi, Dementia, Psychological, Drama, Mecha",Movie,1,Finished Airing,7/19/1997,,,,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, Audio Tanaka","GKIDS, Manga Entertainment","Gainax, Production I.G",Original,87,R+ - Mild Nudity,188,669365,19491,92
One Punch Man,,8.53,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",TV,12,Finished Airing,10/5/2015,12/21/2015,Fall 2015,Mondays at 01:05 (JST),"TV Tokyo, Bandai Visual, Lantis, Asatsu DK, Banpresto, Good Smile Company, Shueisha, JR East Marketing & Communications",VIZ Media,Madhouse,Web manga,24,R - 17+ (violence & profanity),5,2459894,51903,93
Slam Dunk,,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101,Finished Airing,10/16/1993,3/23/1996,Fall 1993,Unknown,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,23,PG-13 - Teens 13 or older,756,226046,5369,94
Vivy: Fluorite Eye's Song,Vivy -Fluorite Eye's Song-,8.53,"Action, Music, Sci-Fi, Thriller",TV,13,Finished Airing,4/3/2021,6/19/2021,Spring 2021,Saturdays at 23:30 (JST),Aniplex,Aniplex of America,Wit Studio,Original,24,R - 17+ (violence & profanity),564,288262,5522,95
Tian Guan Ci Fu Special,,8.52,"Historical, Supernatural, Drama",ONA,1,Finished Airing,2/16/2021,,,,bilibili,"None found, add some",Haoliners Animation League,Novel,22,PG-13 - Teens 13 or older,4002,18961,194,96
Ansatsu Kyoushitsu 2nd Season,Assassination Classroom Second Season,8.52,"Action, Comedy, School, Shounen",TV,25,Finished Airing,1/8/2016,7/1/2016,Winter 2016,Fridays at 01:25 (JST),"Dentsu, Studio Hibari, Fuji TV, DAX Production, Avex Pictures, Shueisha, Kansai Telecasting",Funimation,Lerche,Manga,23,PG-13 - Teens 13 or older,85,1067751,14890,97
Gintama Movie 1: Shinyaku Benizakura-hen,Gintama: The Movie,8.52,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",Movie,1,Finished Airing,4/24/2010,,,,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",Sentai Filmworks,Sunrise,Manga,95,R - 17+ (violence & profanity),1286,129099,474,98
Aria the Origination,,8.51,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV,13,Finished Airing,1/8/2008,4/1/2008,Winter 2008,Tuesdays at 02:00 (JST),"TV Tokyo, Shochiku, Mag Garden",Nozomi Entertainment,Hal Film Maker,Manga,24,G - All Ages,1485,105164,3612,99
Gintama: The Semi-Final,,8.51,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,2,Finished Airing,1/15/2021,1/20/2021,,,"None found, add some","None found, add some",Bandai Namco Pictures,Manga,24,PG-13 - Teens 13 or older,2912,35984,167,100
Hotaru no Haka,Grave of the Fireflies,8.51,"Drama, Historical",Movie,1,Finished Airing,4/16/1988,,,,"None found, add some","ADV Films, Central Park Media, Sentai Filmworks",Studio Ghibli,Novel,88,PG-13 - Teens 13 or older,306,505059,5618,101
Rainbow: Nisha Rokubou no Shichinin,Rainbow,8.51,"Drama, Historical, Seinen, Thriller",TV,26,Finished Airing,4/7/2010,9/29/2010,Spring 2010,Unknown,"VAP, Nippon Television Network",Funimation,Madhouse,Manga,22,R - 17+ (violence & profanity),488,330777,7400,102
Shingeki no Kyojin,Attack on Titan,8.51,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",TV,25,Finished Airing,4/7/2013,9/29/2013,Spring 2013,Sundays at 01:58 (JST),"Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Pony Canyon Enterprise",Funimation,"Production I.G, Wit Studio",Manga,24,R - 17+ (violence & profanity),2,2988308,131691,103
Steins;Gate 0,,8.51,"Sci-Fi, Psychological, Drama, Thriller",TV,23,Finished Airing,4/12/2018,9/27/2018,Spring 2018,Thursdays at 01:35 (JST),"Frontier Works, Media Factory, Kadokawa Shoten, Movic",Funimation,White Fox,Visual novel,23,PG-13 - Teens 13 or older,182,671861,9274,104
Uchuu Kyoudai,Space Brothers,8.51,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,Finished Airing,4/1/2012,3/22/2014,Spring 2012,Sundays at 07:00 (JST),"Aniplex, Dentsu, YTV, Trinity Sound",Sentai Filmworks,A-1 Pictures,Manga,24,PG-13 - Teens 13 or older,1027,162169,3405,105
Perfect Blue,,8.5,"Dementia, Drama, Horror, Psychological",Movie,1,Finished Airing,2/28/1998,,,,Rex Entertainment,"GKIDS, Manga Entertainment",Madhouse,Novel,81,R+ - Mild Nudity,332,472489,11501,106
Samurai Champloo,,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,Finished Airing,5/20/2004,3/19/2005,Spring 2004,Saturdays at 10:30 (JST),"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG","Funimation, Geneon Entertainment USA",Manglobe,Original,24,R - 17+ (violence & profanity),95,995811,29456,107
Banana Fish,,8.5,"Action, Adventure, Drama, Shoujo",TV,24,Finished Airing,7/6/2018,12/21/2018,Summer 2018,Fridays at 00:55 (JST),"Aniplex, Dentsu, Movic, Fuji TV, Shogakukan","None found, add some",MAPPA,Manga,22,R - 17+ (violence & profanity),242,570954,20757,108
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond is Unbreakable,8.5,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",TV,39,Finished Airing,4/2/2016,12/24/2016,Spring 2016,Saturdays at 00:30 (JST),"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",VIZ Media,David Production,Manga,23,R - 17+ (violence & profanity),148,766349,27231,109
Kenpuu Denki Berserk,Berserk,8.5,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,Finished Airing,10/8/1997,4/1/1998,Fall 1997,Wednesdays at 01:45 (JST),"VAP, Hakusensha, Nippon Television Network","Media Blasters, NYAV Post",OLM,Manga,25,R+ - Mild Nudity,327,475948,18993,110
Chihayafuru 3,,8.49,"Game, Slice of Life, Sports, Drama, School, Josei",TV,24,Finished Airing,10/23/2019,3/25/2020,Fall 2019,Wednesdays at 01:29 (JST),"Kodansha, Nippon Television Network, TC Entertainment, Nippon Television Music, FBC",Sentai Filmworks,Madhouse,Manga,22,PG-13 - Teens 13 or older,1508,103594,1080,111
Holo no Graffiti,Holo Graffiti,8.49,Comedy,ONA,Unknown,Currently Airing,5/5/2019,,,,"None found, add some","None found, add some",Hololive Production,Other,1,PG-13 - Teens 13 or older,2943,35115,1417,112
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,8.49,"Adventure, Comedy, Parody, Supernatural, Fantasy",Movie,1,Finished Airing,8/30/2019,,,,"None found, add some","None found, add some",J.C.Staff,Light novel,90,PG-13 - Teens 13 or older,277,529914,3702,113
Mo Dao Zu Shi,,8.49,"Action, Adventure, Mystery, Historical, Supernatural",ONA,15,Finished Airing,7/9/2018,10/6/2018,,,Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Novel,24,R - 17+ (violence & profanity),1079,156212,4526,114
Shingeki no Kyojin Season 2,Attack on Titan Season 2,8.49,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",TV,12,Finished Airing,4/1/2017,6/17/2017,Spring 2017,Saturdays at 22:00 (JST),"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,24,R - 17+ (violence & profanity),12,1964828,17130,115
Nana,,8.48,"Music, Slice of Life, Comedy, Drama, Romance, Shoujo",TV,47,Finished Airing,4/5/2006,3/28/2007,Spring 2006,Unknown,"VAP, Nippon Television Network, Shueisha","VIZ Media, Sentai Filmworks",Madhouse,Manga,23,R+ - Mild Nudity,333,471224,18558,116
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie − Load Region of Déjà Vu,8.48,"Sci-Fi, Drama",Movie,1,Finished Airing,4/20/2013,,,,"Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, MAGES.",Funimation,White Fox,Visual novel,90,PG-13 - Teens 13 or older,318,488155,2157,117
Zoku Owarimonogatari,,8.48,"Mystery, Comedy, Supernatural, Vampire",Movie,6,Finished Airing,11/10/2018,,,,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,28,R - 17+ (violence & profanity),975,172434,748,118
Haikyuu!!,Haikyu!!,8.48,"Comedy, Sports, Drama, School, Shounen",TV,25,Finished Airing,4/6/2014,9/21/2014,Spring 2014,Sundays at 17:00 (JST),"Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha, Spacey Music Entertainment",Sentai Filmworks,Production I.G,Manga,24,PG-13 - Teens 13 or older,38,1452584,57931,119
Mob Psycho 100,,8.48,"Action, Slice of Life, Comedy, Supernatural",TV,12,Finished Airing,7/11/2016,9/27/2016,Summer 2016,Tuesdays at 00:00 (JST),"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan","Funimation, Crunchyroll",Bones,Web manga,24,PG-13 - Teens 13 or older,35,1484804,31195,120
Nichijou,Nichijou - My Ordinary Life,8.47,"Slice of Life, Comedy, School, Shounen",TV,26,Finished Airing,4/3/2011,9/25/2011,Spring 2011,Sundays at 02:20 (JST),"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do","Funimation, Bandai Entertainment",Kyoto Animation,Manga,23,PG-13 - Teens 13 or older,162,714438,18849,121
Saenai Heroine no Sodatekata Fine,,8.47,"Harem, Comedy, Romance, Ecchi, School",Movie,1,Finished Airing,10/26/2019,,,,Aniplex,"None found, add some",CloverWorks,Light novel,114,PG-13 - Teens 13 or older,1354,119963,1610,122
Mushishi Zoku Shou: Odoro no Michi,Mushishi Path of Thorns,8.46,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1,Finished Airing,8/20/2014,,,,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,Manga,47,PG-13 - Teens 13 or older,1779,83470,110,123
Owarimonogatari,,8.46,"Mystery, Comedy, Supernatural, Vampire",TV,12,Finished Airing,10/4/2015,12/20/2015,Fall 2015,Sundays at 00:00 (JST),Aniplex,Aniplex of America,Shaft,Light novel,26,R - 17+ (violence & profanity),395,394931,2415,124
Saiki Kusuo no Ψ-nan 2,The Disastrous Life of Saiki K. 2,8.45,"Slice of Life, Comedy, Supernatural, School, Shounen",TV,24,Finished Airing,1/17/2018,6/27/2018,Winter 2018,Wednesdays at 01:35 (JST),"TV Tokyo, Shogakukan-Shueisha Productions, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.","None found, add some","J.C.Staff, Egg Firm",Manga,24,PG-13 - Teens 13 or older,351,442888,3181,125
Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,8.45,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",TV,112,Finished Airing,10/10/1992,1/7/1995,Fall 1992,Unknown,"Yomiko Advertising, Fuji TV",Funimation,Studio Pierrot,Manga,24,PG-13 - Teens 13 or older,272,537209,17429,126
Gintama: Yorinuki Gintama-san on Theater 2D,,8.45,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",Movie,2,Finished Airing,8/26/2012,,,,"None found, add some","None found, add some",Sunrise,Manga,96,PG-13 - Teens 13 or older,2938,35246,43,127
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Puella Magi Madoka Magica the Movie: Rebellion,8.45,"Mystery, Psychological, Drama, Magic, Thriller",Movie,1,Finished Airing,10/26/2013,,,,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,116,PG-13 - Teens 13 or older,519,310349,6953,128
Mo Dao Zu Shi: Xian Yun Pian,,8.45,"Action, Mystery, Historical, Supernatural",ONA,8,Finished Airing,8/3/2019,9/21/2019,,"""Shirube (導)"" by CIVILIAN (Japan Broadcast)
""Zui Meng Qian Chen (醉梦前尘)"" by Terry Lin (林志炫)",Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Novel,24,PG-13 - Teens 13 or older,2063,66055,794,129
Golden Kamuy 3rd Season,Golden Kamuy Season 3,8.44,"Action, Adventure, Historical, Seinen",TV,12,Finished Airing,10/5/2020,12/21/2020,Fall 2020,Mondays at 23:00 (JST),"Magic Capsule, NBCUniversal Entertainment Japan, Twin Engine",Funimation,Geno Studio,Manga,23,R - 17+ (violence & profanity),1540,101596,846,130
Kobayashi-san Chi no Maid Dragon S,Miss Kobayashi's Dragon Maid S,8.44,"Comedy, Fantasy, Slice of Life",TV,Unknown,Currently Airing,7/8/2021,,Summer 2021,Thursdays at 00:00 (JST),"Lantis, Heart Company","None found, add some",Kyoto Animation,Manga,23,PG-13 - Teens 13 or older,632,262976,2283,131
Koukaku Kidoutai: Stand Alone Complex,Ghost in the Shell: Stand Alone Complex,8.44,"Action, Military, Sci-Fi, Police, Mecha, Seinen",TV,26,Finished Airing,10/1/2002,10/1/2003,Fall 2002,Unknown,"Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,25,R - 17+ (violence & profanity),467,343824,7697,132
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Maquia: When the Promised Flower Blooms,8.44,"Drama, Fantasy",Movie,1,Finished Airing,2/24/2018,,,,"Bandai Visual, Lantis, Rakuonsha, Showgate, Hakuhodo DY Music & Pictures, Cygames, Shout! Factory",Eleven Arts,P.A. Works,Original,115,PG-13 - Teens 13 or older,547,298142,5116,133
Mononoke,,8.43,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen",TV,12,Finished Airing,7/13/2007,9/28/2007,Summer 2007,Unknown,Fuji TV,Flatiron Film Company,Toei Animation,Original,22,R - 17+ (violence & profanity),682,247673,6048,134
Saiki Kusuo no Ψ-nan,The Disastrous Life of Saiki K.,8.43,"Comedy, School, Shounen, Slice of Life, Supernatural",TV,120,Finished Airing,7/4/2016,12/26/2016,Summer 2016,Not scheduled once per week,"TV Tokyo, Shogakukan-Shueisha Productions, Pony Canyon, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.",Funimation,"J.C.Staff, Egg Firm",Manga,5,PG-13 - Teens 13 or older,150,753405,18793,135
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,8.43,"Action, Adventure, Supernatural, Drama, Shounen",TV,24,Finished Airing,1/10/2015,6/20/2015,Winter 2015,Saturdays at 00:30 (JST),"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",VIZ Media,David Production,Manga,23,R - 17+ (violence & profanity),145,770289,14716,136
Major S5,,8.43,"Comedy, Drama, Romance, Shounen, Sports",TV,25,Finished Airing,1/10/2009,6/27/2009,Winter 2009,Unknown,NHK,"None found, add some",SynergySP,Manga,24,PG-13 - Teens 13 or older,2187,61020,569,137
Grand Blue,Grand Blue Dreaming,8.42,"Slice of Life, Comedy, Seinen",TV,12,Finished Airing,7/14/2018,9/29/2018,Summer 2018,Saturdays at 02:55 (JST),"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO!","None found, add some",Zero-G,Manga,24,PG-13 - Teens 13 or older,280,527693,12618,138
Kara no Kyoukai 7: Satsujin Kousatsu (Go),the Garden of sinners Chapter 7: Murder Speculation Part B,8.42,"Action, Mystery, Supernatural, Romance, Thriller",Movie,1,Finished Airing,8/8/2009,,,,Notes,Aniplex of America,ufotable,Light novel,121,R - 17+ (violence & profanity),961,176203,1988,139
Kaze ga Tsuyoku Fuiteiru,Run with the Wind,8.42,"Comedy, Sports, Drama",TV,23,Finished Airing,10/3/2018,3/27/2019,Fall 2018,Wednesdays at 01:29 (JST),"Movic, Nippon Television Network, TOHO animation, Toy's Factory, Cygames, Yomiuri Shimbun, MediaLink Entertainment Limited",Sentai Filmworks,Production I.G,Novel,23,PG-13 - Teens 13 or older,745,227970,4617,140
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume Yujin-cho the Movie: Ephemeral Bond,8.42,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,1,Finished Airing,9/29/2018,,,,Aniplex,Aniplex of America,Shuka,Manga,104,PG-13 - Teens 13 or older,2392,52101,155,141
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Re:ZERO -Starting Life in Another World- Season 2,8.42,"Psychological, Drama, Thriller, Fantasy",TV,13,Finished Airing,7/8/2020,9/30/2020,Summer 2020,Wednesdays at 22:30 (JST),"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa","None found, add some",White Fox,Light novel,27,R - 17+ (violence & profanity),139,789837,9754,142
Tensei shitara Slime Datta Ken 2nd Season Part 2,That Time I Got Reincarnated as a Slime Season 2 Part 2,8.42,"Action, Adventure, Comedy, Demons, Fantasy, Magic",TV,12,Currently Airing,7/6/2021,,Summer 2021,Tuesdays at 23:00 (JST),"Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions","None found, add some",8bit,Light novel,0,PG-13 - Teens 13 or older,545,299312,4611,143
Non Non Biyori Nonstop,,8.41,"Slice of Life, Comedy, Seinen",TV,12,Finished Airing,1/11/2021,3/29/2021,Winter 2021,Mondays at 01:35 (JST),"TV Tokyo, Lantis, AT-X, Kadokawa, Bandai Namco Arts, Bit grooove promotion, Sony Music Solutions",Sentai Filmworks,SILVER LINK.,Manga,24,PG-13 - Teens 13 or older,1823,80745,601,144
